class1,class3,substance,smiles
Alimentary and Metabolism,Blood glucose lowering drugs,troglitazone,CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C
Alimentary and Metabolism,Blood glucose lowering drugs,vildagliptin,C1C[C@H](N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N
Alimentary and Metabolism,Blood glucose lowering drugs,voglibose,C1[C@@H]([C@@H]([C@H]([C@@H]([C@]1(CO)O)O)O)O)NC(CO)CO
Alimentary and Metabolism,Calcium,calcium,[Ca]
Alimentary and Metabolism,Calcium,calcium chloride,[Cl-].[Cl-].[Ca+2]
Alimentary and Metabolism,Digestives,citric acid,C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Alimentary and Metabolism,Digestives,glutamic acid hydrochloride,C(CC(=O)O)[C@@H](C(=O)O)N.Cl
Alimentary and Metabolism,Digestives,pepsin,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
Alimentary and Metabolism,Digestives,tilactase,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O
Alimentary and Metabolism,Drugs for constipation,alvimopan,C[C@H]1CN(CC[C@@]1(C)C2=CC(=CC=C2)O)C[C@H](CC3=CC=CC=C3)C(=O)NCC(=O)O
Alimentary and Metabolism,Drugs for constipation,bisacodyl,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3
Alimentary and Metabolism,Drugs for constipation,bisoxatin,C1=CC=C2C(=C1)NC(=O)C(O2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
Alimentary and Metabolism,Drugs for constipation,cellulose,C(C1[C@H](C(C(C(O1)O)O)O)O[C@H]2C(C(C(C(O2)CO)O)O)O)O
Alimentary and Metabolism,Drugs for constipation,dantron,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O
Alimentary and Metabolism,Drugs for constipation,docusate,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
Alimentary and Metabolism,Drugs for constipation,elobixibat,CCCCC1(CN(C2=CC(=C(C=C2S(=O)(=O)C1)OCC(=O)N[C@H](C3=CC=CC=C3)C(=O)NCC(=O)O)SC)C4=CC=CC=C4)CCCC
Alimentary and Metabolism,Drugs for constipation,glycerol,C(C(CO)O)O
Alimentary and Metabolism,Drugs for constipation,lactitol,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O
Alimentary and Metabolism,Drugs for constipation,lactulose,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O
Alimentary and Metabolism,Drugs for constipation,linaclotide,C[C@H]1C(=O)N[C@H]2CSSC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H](NC(=O)CNC(=O)[C@@H](NC2=O)[C@@H](C)O)C(=O)N[C@@H](CC4=CC=C(C=C4)O)C(=O)O)C(=O)N[C@@H](CSSC[C@@H](C(=O)N3)N)C(=O)N[C@H](C(=O)N5CCC[C@H]5C(=O)N1)CC(=O)N)CC6=CC=C(C=C6)O)CCC(=O)O
Alimentary and Metabolism,Drugs for constipation,lubiprostone,CCCCC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@@H]2CCCCCCC(=O)O)O)(F)F
Alimentary and Metabolism,Drugs for constipation,macrogol,C(CO)O
Alimentary and Metabolism,Drugs for constipation,methylnaltrexone,C[N+]1(CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6
Alimentary and Metabolism,Drugs for constipation,naldemedine,CC(C)(C1=NC(=NO1)C2=CC=CC=C2)NC(=O)C3=C([C@H]4[C@@]56CCN([C@@H]([C@@]5(C3)O)CC7=C6C(=C(C=C7)O)O4)CC8CC8)O
Alimentary and Metabolism,Drugs for constipation,naloxegol,COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC=C)O
Alimentary and Metabolism,Drugs for constipation,naloxone,C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O
Alimentary and Metabolism,Drugs for constipation,oxyphenisatine,C1=CC=C2C(=C1)C(C(=O)N2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
Alimentary and Metabolism,Drugs for constipation,paraffin,C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-]
Alimentary and Metabolism,Drugs for constipation,phenolphthalein,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
Alimentary and Metabolism,Drugs for constipation,plecanatide,C[C@H]1C(=O)N[C@H]2CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H](NC(=O)CNC(=O)[C@@H](NC2=O)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C(C)C)CC(=O)N)C(C)C)CC(C)C)CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)N
Alimentary and Metabolism,Drugs for constipation,prucalopride,COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl
Alimentary and Metabolism,Drugs for constipation,sodium lauryl sulfoacetate,CCCCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+]
Alimentary and Metabolism,Drugs for constipation,sodium picosulfate,C1=CC=NC(=C1)C(C2=CC=C(C=C2)OS(=O)(=O)[O-])C3=CC=C(C=C3)OS(=O)(=O)[O-].[Na+].[Na+]
Alimentary and Metabolism,Drugs for constipation,sodium sulfate,[O-]S(=O)(=O)[O-].[Na+].[Na+]
Alimentary and Metabolism,Drugs for constipation,sodium tartrate,C(C(C(=O)[O-])O)(C(=O)[O-])O.[Na+].[Na+]
Alimentary and Metabolism,Drugs for constipation,tegaserod,CCCCCN=C(N)N/N=C/C1=CNC2=C1C=C(C=C2)OC
Alimentary and Metabolism,Drugs for constipation,tenapanor,CN1C[C@H](C2=C(C1)C(=CC(=C2)Cl)Cl)C3=CC(=CC=C3)S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)C4=CC=CC(=C4)[C@@H]5CN(CC6=C5C=C(C=C6Cl)Cl)C
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,alosetron,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,alverine,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,camylofin,CCN(CC)CCNC(C1=CC=CC=C1)C(=O)OCCC(C)C
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,caroverine,CCN(CC)CCN1C2=CC=CC=C2N=C(C1=O)CC3=CC=C(C=C3)OC
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,chlorbenzoxamine,CC1=CC=CC=C1CN2CCN(CC2)CCOC(C3=CC=CC=C3)C4=CC=CC=C4Cl
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,dicycloverine,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,diphemanil,C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,drotaverine,CCOC1=C(C=C(C=C1)/C=C\2/C3=CC(=C(C=C3CCN2)OCC)OCC)OCC
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,fenoverine,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)CC(=O)N4C5=CC=CC=C5SC6=CC=CC=C64
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,fenpiverinium,C[N+]1(CCCCC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,isometheptene,CC(CCC=C(C)C)NC
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,isopropamide,CC(C)[N+](C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)C(C)C
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,mebeverine,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,mepenzolate,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,moxaverine,CCC1=NC(=C2C=C(C(=CC2=C1)OC)OC)CC3=CC=CC=C3
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,otilonium,CCCCCCCCOC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)OCC[N+](C)(CC)CC
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,oxyphencyclimine,CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,oxyphenonium,CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,phloroglucinol,C1=C(C=C(C=C1O)O)O
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,pinaverium,CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,piperidolate,CCN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,prifinium,CC[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)C1C)CC
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,propantheline,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,rociverine,CCN(CC)CC(C)OC(=O)C1CCCCC1(C2CCCCC2)O
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,tiemonium,C[N+]1(CCOCC1)CCC(C2=CC=CC=C2)(C3=CC=CS3)O
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,timepidium,C[N+]1(CC(CC(=C(C2=CC=CS2)C3=CC=CS3)C1)OC)C
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,tiropramide,CCCN(CCC)C(=O)C(CC1=CC=C(C=C1)OCCN(CC)CC)NC(=O)C2=CC=CC=C2
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,trepibutone,CCOC1=CC(=C(C=C1C(=O)CCC(=O)O)OCC)OCC
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,trimebutine,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C
Alimentary and Metabolism,Drugs for functional gastrointestinal disorders,valethamate,CCC(C)C(C1=CC=CC=C1)C(=O)OCC[N+](C)(CC)CC
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,carbenoxolone,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)OC(=O)CCC(=O)O)C)(C)C(=O)O
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,cimetidine,CC1=C(N=CN1)CSCCNC(=NC)NC#N
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,dexlansoprazole,CC1=C(C=CN=C1C[S@@](=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,enprostil,COC(=O)CCC=C=CC[C@@H]1[C@H]([C@@H](CC1=O)O)/C=C/[C@H](COC2=CC=CC=C2)O
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,esomeprazole,CC1=CN=C(C(=C1OC)C)C[S@](=O)C2=NC3=C(N2)C=C(C=C3)OC
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,famotidine,C1=C(N=C(S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,gefarnate,CC(=CCC/C(=C/CC/C(=C/CCC(=O)OC/C=C(\C)/CCC=C(C)C)/C)/C)C
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,irsogladine,C1=CC(=C(C=C1Cl)C2=NC(=NC(=N2)N)N)Cl
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,lafutidine,C1CCN(CC1)CC2=CC(=NC=C2)OC/C=C\CNC(=O)CS(=O)CC3=CC=CO3
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,lansoprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,methiosulfonium chloride,C[S+](C)CC[C@@H](C(=O)O)N.[Cl-]
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,nizatidine,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,pantoprazole,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,pirenzepine,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,proglumide,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=CC=C1
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,rabeprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,ranitidine,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,rebamipide,C1=CC=C2C(=C1)C(=CC(=O)N2)CC(C(=O)O)NC(=O)C3=CC=C(C=C3)Cl
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,roxatidine,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)CO
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,sucralfate,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])COS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al].O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.[Al]
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,tegoprazan,CC1=NC2=C(N1)C=C(C=C2O[C@H]3CCOC4=C3C(=CC(=C4)F)F)C(=O)N(C)C
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,teprenone,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CCC(=O)C)/C)/C)/C)C
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,troxipide,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCNC2
Alimentary and Metabolism,Drugs for peptic ulcer and reflux,vonoprazan,CNCC1=CN(C(=C1)C2=CC=CC=C2F)S(=O)(=O)C3=CN=CC=C3
Alimentary and Metabolism,Electrolytes with carbohydrates,difenoxin,C1CN(CCC1(C2=CC=CC=C2)C(=O)O)CCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4
Alimentary and Metabolism,Electrolytes with carbohydrates,diphenoxylate,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4
Alimentary and Metabolism,Electrolytes with carbohydrates,eluxadoline,CC1=CC(=CC(=C1C[C@@H](C(=O)N(CC2=CC(=C(C=C2)OC)C(=O)O)[C@@H](C)C3=NC=C(N3)C4=CC=CC=C4)N)C)C(=O)N
Alimentary and Metabolism,Electrolytes with carbohydrates,loperamide,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
Alimentary and Metabolism,Intestinal adsorbents,bismuth,[Bi]
Alimentary and Metabolism,Intestinal adsorbents,"charcoal, activated",[C]
Alimentary and Metabolism,Intestinal adsorbents,crospovidone,C1CC(=O)N(C1)C(CP)P
Alimentary and Metabolism,Intestinal adsorbents,diosmectite,O.[O-2].[O-2].[O-2].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.[Al+3].[Al+3]
Alimentary and Metabolism,Intestinal adsorbents,kaolin,O.O.O=[Al]O[Si](=O)O[Si](=O)O[Al]=O
Alimentary and Metabolism,Intestinal antiinfectives,fidaxomicin,CC[C@H]1/C=C(/[C@H](C/C=C/C=C(/C(=O)O[C@@H](C/C=C(/C=C(/[C@@H]1O[C@H]2[C@H]([C@H]([C@@H](C(O2)(C)C)OC(=O)C(C)C)O)O)\C)\C)[C@@H](C)O)\CO[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)OC(=O)C4=C(C(=C(C(=C4O)Cl)O)Cl)CC)O)OC)O)\C
Alimentary and Metabolism,Intestinal antiinfectives,nifuroxazide,C1=CC(=CC=C1C(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-])O
Alimentary and Metabolism,Intestinal antiinfectives,paromomycin,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N
Alimentary and Metabolism,Intestinal antiinfectives,phthalylsulfathiazole,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)C(=O)O
Alimentary and Metabolism,Intestinal antiinfectives,succinylsulfathiazole,C1=CC(=CC=C1NC(=O)CCC(=O)O)S(=O)(=O)NC2=NC=CS2
Alimentary and Metabolism,Intestinal antiinfectives,sulfaguanidine,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N
Alimentary and Metabolism,Lipotropics,arginine glutamate,C(C[C@@H](C(=O)O)N)CN=C(N)N.C(CC(=O)O)[C@@H](C(=O)O)N
Alimentary and Metabolism,Lipotropics,citiolone,CC(=O)NC1CCSC1=O
Alimentary and Metabolism,Lipotropics,metadoxine,CC1=NC=C(C(=C1O)CO)CO.C1CC(=O)N[C@@H]1C(=O)O
Alimentary and Metabolism,Lipotropics,ornithine,C(C[C@@H](C(=O)O)N)CN
Alimentary and Metabolism,Other alimentary,ademetionine,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O
Alimentary and Metabolism,Other alimentary,agalsidase alfa,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@@H](C2=CC3=C(C=C2)OCCO3)O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@@H](C2=CC3=C(C=C2)OCCO3)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
Alimentary and Metabolism,Other alimentary,agalsidase beta,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@@H](C2=CC3=C(C=C2)OCCO3)O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@@H](C2=CC3=C(C=C2)OCCO3)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
Alimentary and Metabolism,Other alimentary,anethole trithione,COC1=CC=C(C=C1)C2=CC(=S)SS2
Alimentary and Metabolism,Other alimentary,betaine,C[N+](C)(C)CC(=O)[O-]
Alimentary and Metabolism,Other alimentary,carglumic acid,C(CC(=O)O)[C@@H](C(=O)O)NC(=O)N
Alimentary and Metabolism,Other alimentary,eliglustat,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@@H](C2=CC3=C(C=C2)OCCO3)O
Alimentary and Metabolism,Other alimentary,givosiran,CC1CC(CN1C(=O)CCCCCCCCCCC(=O)NC(COCCC(=O)NCCCNC(=O)CCCCOC2C(C(C(C(O2)CO)O)O)NC(=O)C)(COCCC(=O)NCCCNC(=O)CCCCOC3C(C(C(C(O3)CO)O)O)NC(=O)C)COCCC(=O)NCCCNC(=O)CCCCOC4C(C(C(C(O4)CO)O)O)NC(=O)C)O
Alimentary and Metabolism,Other alimentary,glycerol phenylbutyrate,C1=CC=C(C=C1)CCCC(=O)OCC(COC(=O)CCCC2=CC=CC=C2)OC(=O)CCCC3=CC=CC=C3
Alimentary and Metabolism,Other alimentary,levocarnitine,C[N+](C)(C)C[C@@H](CC(=O)[O-])O
Alimentary and Metabolism,Other alimentary,lonafarnib,C1CN(CCC1CC(=O)N2CCC(CC2)[C@@H]3C4=C(CCC5=C3N=CC(=C5)Br)C=C(C=C4Br)Cl)C(=O)N
Alimentary and Metabolism,Other alimentary,mercaptamine,C(CS)N
Alimentary and Metabolism,Other alimentary,migalastat,C1[C@@H]([C@H]([C@H]([C@H](N1)CO)O)O)O
Alimentary and Metabolism,Other alimentary,miglustat,CCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O
Alimentary and Metabolism,Other alimentary,nitisinone,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-]
Alimentary and Metabolism,Other alimentary,pegvaliase,COCCOCCCCCC(=O)NCCCC[C@@H](C(=O)O)N
Alimentary and Metabolism,Other alimentary,sapropterin,C[C@@H]([C@@H]([C@H]1CNC2=C(N1)C(=O)NC(=N2)N)O)O
Alimentary and Metabolism,Other alimentary,sodium benzoate,C1=CC=C(C=C1)C(=O)[O-].[Na+]
Alimentary and Metabolism,Other alimentary,sodium phenylacetate,C1=CC=C(C=C1)CC(=O)[O-].[Na+]
Alimentary and Metabolism,Other alimentary,sodium phenylbutyrate,C1=CC=C(C=C1)CCCC(=O)[O-].[Na+]
Alimentary and Metabolism,Other alimentary,teduglutide,CC[C@H](C)[C@@H](C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC5=CN=CN5)N
Alimentary and Metabolism,Other alimentary,telotristat,CC1=NN(C=C1)C2=C(C=CC(=C2)Cl)[C@H](C(F)(F)F)OC3=NC(=NC(=C3)C4=CC=C(C=C4)C[C@@H](C(=O)O)N)N
Alimentary and Metabolism,Other alimentary,thioctic acid,C1CSSC1CCCCC(=O)O
Alimentary and Metabolism,Other alimentary,trientine,C(CNCCNCCN)N
Alimentary and Metabolism,Other alimentary,triheptanoin,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC
Alimentary and Metabolism,Other alimentary,uridine,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
Alimentary and Metabolism,Other antidiarrheals,crofelemer,COC1=CC=CC=C1CNC(=O)C2=NOC(=C2)C3=CC=CC=C3
Alimentary and Metabolism,Other antidiarrheals,racecadotril,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2
Alimentary and Metabolism,Other drugs used in diabetes,tolrestat,CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC
Alimentary and Metabolism,Other minerals,boron,[B]
Alimentary and Metabolism,Other minerals,copper,[Cu]
Alimentary and Metabolism,Other minerals,fluoride,[F-]
Alimentary and Metabolism,Other minerals,magnesium,[Mg]
Alimentary and Metabolism,Other minerals,manganese,[Mn]
Alimentary and Metabolism,Other minerals,molybdenum,[Mo]
Alimentary and Metabolism,Other minerals,orotic acid,C1=C(NC(=O)NC1=O)C(=O)O
Alimentary and Metabolism,Other minerals,pidolic acid,C1CC(=O)N[C@@H]1C(=O)O
Alimentary and Metabolism,Other minerals,selenium,[Se]
Alimentary and Metabolism,Other minerals,sodium,[Na]
Alimentary and Metabolism,Other minerals,sodium chloride,[Na+].[Cl-]
Alimentary and Metabolism,Other minerals,sodium lactate,CC(C(=O)[O-])O.[Na+]
Alimentary and Metabolism,Other minerals,titanium,[Ti]
Alimentary and Metabolism,Other minerals,vanadium,[V]
Alimentary and Metabolism,Other minerals,zinc,[Zn]
Alimentary and Metabolism,Other vitamins,inositol,C1(C(C(C(C(C1O)O)O)O)O)O
Alimentary and Metabolism,Other vitamins,pantethine,CC(C)(CO)[C@H](C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@@H](C(C)(C)CO)O)O
Alimentary and Metabolism,Other vitamins,vitamin b2,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O
Alimentary and Metabolism,Other vitamins,vitamin b3,C1=CC(=CN=C1)C(=O)O
Alimentary and Metabolism,Other vitamins,vitamin b5,CC(C)(CO)[C@H](C(=O)NCCC(=O)O)O
Alimentary and Metabolism,Other vitamins,vitamin b7,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2
Alimentary and Metabolism,Other vitamins,vitamin e,CC1=C(C2=C(CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=C1O)C)C
Alimentary and Metabolism,Propulsives,acotiamide,CC(C)N(CCNC(=O)C1=CSC(=N1)NC(=O)C2=CC(=C(C=C2O)OC)OC)C(C)C
Alimentary and Metabolism,Propulsives,alizapride,COC1=CC2=C(C=C1C(=O)NCC3CCCN3CC=C)NN=N2
Alimentary and Metabolism,Propulsives,bromopride,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Br
Alimentary and Metabolism,Propulsives,cinitapride,CCOC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3CCC=CC3)[N+](=O)[O-])N
